x-axis,1,2,3
second,Volt,Volt,Volt
-6.85000E-03,+2.53750002E+00,+2.62500000E+00,+2.69374990E+00
-6.80000E-03,+2.53750002E+00,+2.62500000E+00,+2.66249990E+00
-6.75000E-03,+2.50625002E+00,+2.65625000E+00,+2.69374990E+00
-6.70000E-03,+2.53750002E+00,+2.65625000E+00,+2.66249990E+00
-6.65000E-03,+2.50625002E+00,+2.65625000E+00,+2.69374990E+00
-6.60000E-03,+2.44375002E+00,+2.65625000E+00,+2.66249990E+00
-6.55000E-03,+2.44375002E+00,+2.65625000E+00,+2.63124990E+00
-6.50000E-03,+2.38125002E+00,+2.65625000E+00,+2.63124990E+00
-6.45000E-03,+2.38125002E+00,+2.59375000E+00,+2.59999990E+00
-6.40000E-03,+2.31875002E+00,+2.56250000E+00,+2.53749990E+00
-6.35000E-03,+2.25625002E+00,+2.59375000E+00,+2.50624990E+00
-6.30000E-03,+2.22500002E+00,+2.53125000E+00,+2.44374990E+00
-6.25000E-03,+2.22500002E+00,+2.46875000E+00,+2.41249990E+00
-6.20000E-03,+2.10000002E+00,+2.46875000E+00,+2.34999990E+00
-6.15000E-03,+2.00625002E+00,+2.40625000E+00,+2.28749990E+00
-6.10000E-03,+2.00625002E+00,+2.37500000E+00,+2.22499990E+00
-6.05000E-03,+1.91250002E+00,+2.31250000E+00,+2.16249990E+00
-6.00000E-03,+1.81875002E+00,+2.18750000E+00,+2.09999990E+00
-5.95000E-03,+1.75625002E+00,+2.12500000E+00,+2.00624990E+00
-5.90000E-03,+1.69375002E+00,+2.09375000E+00,+1.94374990E+00
-5.85000E-03,+1.63125002E+00,+2.03125000E+00,+1.84999990E+00
-5.80000E-03,+1.56875002E+00,+1.90625000E+00,+1.75624990E+00
-5.75000E-03,+1.44375002E+00,+1.84375000E+00,+1.69374990E+00
-5.70000E-03,+1.38125002E+00,+1.75000000E+00,+1.59999990E+00
-5.65000E-03,+1.31875002E+00,+1.68750000E+00,+1.50624990E+00
-5.60000E-03,+1.22500002E+00,+1.62500000E+00,+1.41249990E+00
-5.55000E-03,+1.19375002E+00,+1.53125000E+00,+1.31874990E+00
-5.50000E-03,+1.10000002E+00,+1.43750000E+00,+1.25624990E+00
-5.45000E-03,+1.03750002E+00,+1.31250000E+00,+1.16249990E+00
-5.40000E-03,+975.00002E-03,+1.18750000E+00,+1.09999990E+00
-5.35000E-03,+912.50002E-03,+1.18750000E+00,+1.00624990E+00
-5.30000E-03,+881.25002E-03,+1.06250000E+00,+974.99990E-03
-5.25000E-03,+818.75002E-03,+1.00000000E+00,+849.99990E-03
-5.20000E-03,+787.50002E-03,+968.75000E-03,+787.49990E-03
-5.15000E-03,+756.25002E-03,+906.25000E-03,+756.24990E-03
-5.10000E-03,+725.00002E-03,+843.75000E-03,+724.99990E-03
-5.05000E-03,+725.00002E-03,+781.25000E-03,+662.49990E-03
-5.00000E-03,+693.75002E-03,+718.75000E-03,+631.24990E-03
-4.95000E-03,+662.50002E-03,+687.50000E-03,+599.99990E-03
-4.90000E-03,+693.75002E-03,+625.00000E-03,+568.74990E-03
-4.85000E-03,+693.75002E-03,+593.75000E-03,+537.49990E-03
-4.80000E-03,+693.75002E-03,+562.50000E-03,+568.74990E-03
-4.75000E-03,+756.25002E-03,+625.00000E-03,+568.74990E-03
-4.70000E-03,+787.50002E-03,+593.75000E-03,+568.74990E-03
-4.65000E-03,+850.00002E-03,+562.50000E-03,+631.24990E-03
-4.60000E-03,+881.25002E-03,+593.75000E-03,+662.49990E-03
-4.55000E-03,+912.50002E-03,+625.00000E-03,+693.74990E-03
-4.50000E-03,+1.00625002E+00,+625.00000E-03,+756.24990E-03
-4.45000E-03,+1.06875002E+00,+687.50000E-03,+787.49990E-03
-4.40000E-03,+1.13125002E+00,+750.00000E-03,+849.99990E-03
-4.35000E-03,+1.19375002E+00,+812.50000E-03,+943.74990E-03
-4.30000E-03,+1.31875002E+00,+875.00000E-03,+1.00624990E+00
-4.25000E-03,+1.38125002E+00,+937.50000E-03,+1.13124990E+00
-4.20000E-03,+1.47500002E+00,+1.00000000E+00,+1.22499990E+00
-4.15000E-03,+1.53750002E+00,+1.09375000E+00,+1.28749990E+00
-4.10000E-03,+1.63125002E+00,+1.21875000E+00,+1.38124990E+00
-4.05000E-03,+1.78750002E+00,+1.28125000E+00,+1.53749990E+00
-4.00000E-03,+1.81875002E+00,+1.40625000E+00,+1.53749990E+00
-3.95000E-03,+1.91250002E+00,+1.50000000E+00,+1.72499990E+00
-3.90000E-03,+2.00625002E+00,+1.62500000E+00,+1.81874990E+00
-3.85000E-03,+2.10000002E+00,+1.68750000E+00,+1.94374990E+00
-3.80000E-03,+2.13125002E+00,+1.78125000E+00,+2.03749990E+00
-3.75000E-03,+2.22500002E+00,+1.90625000E+00,+2.13124990E+00
-3.70000E-03,+2.25625002E+00,+2.03125000E+00,+2.25624990E+00
-3.65000E-03,+2.35000002E+00,+2.12500000E+00,+2.34999990E+00
-3.60000E-03,+2.41250002E+00,+2.18750000E+00,+2.44374990E+00
-3.55000E-03,+2.44375002E+00,+2.28125000E+00,+2.47499990E+00
-3.50000E-03,+2.50625002E+00,+2.34375000E+00,+2.59999990E+00
-3.45000E-03,+2.53750002E+00,+2.46875000E+00,+2.69374990E+00
-3.40000E-03,+2.50625002E+00,+2.53125000E+00,+2.69374990E+00
-3.35000E-03,+2.53750002E+00,+2.59375000E+00,+2.72499990E+00
-3.30000E-03,+2.53750002E+00,+2.65625000E+00,+2.75624990E+00
-3.25000E-03,+2.53750002E+00,+2.71875000E+00,+2.81874990E+00
-3.20000E-03,+2.44375002E+00,+2.68750000E+00,+2.78749990E+00
-3.15000E-03,+2.47500002E+00,+2.71875000E+00,+2.78749990E+00
-3.10000E-03,+2.44375002E+00,+2.71875000E+00,+2.75624990E+00
-3.05000E-03,+2.38125002E+00,+2.75000000E+00,+2.75624990E+00
-3.00000E-03,+2.31875002E+00,+2.71875000E+00,+2.72499990E+00
-2.95000E-03,+2.25625002E+00,+2.71875000E+00,+2.63124990E+00
-2.90000E-03,+2.16250002E+00,+2.65625000E+00,+2.53749990E+00
-2.85000E-03,+2.06875002E+00,+2.62500000E+00,+2.47499990E+00
-2.80000E-03,+1.97500002E+00,+2.53125000E+00,+2.38124990E+00
-2.75000E-03,+1.91250002E+00,+2.46875000E+00,+2.28749990E+00
-2.70000E-03,+1.78750002E+00,+2.43750000E+00,+2.16249990E+00
-2.65000E-03,+1.69375002E+00,+2.31250000E+00,+2.09999990E+00
-2.60000E-03,+1.56875002E+00,+2.21875000E+00,+1.97499990E+00
-2.55000E-03,+1.47500002E+00,+2.12500000E+00,+1.78749990E+00
-2.50000E-03,+1.38125002E+00,+1.96875000E+00,+1.72499990E+00
-2.45000E-03,+1.31875002E+00,+1.84375000E+00,+1.59999990E+00
-2.40000E-03,+1.19375002E+00,+1.71875000E+00,+1.47499990E+00
-2.35000E-03,+1.06875002E+00,+1.59375000E+00,+1.31874990E+00
-2.30000E-03,+1.00625002E+00,+1.50000000E+00,+1.19374990E+00
-2.25000E-03,+943.75002E-03,+1.34375000E+00,+1.09999990E+00
-2.20000E-03,+881.25002E-03,+1.21875000E+00,+974.99990E-03
-2.15000E-03,+818.75002E-03,+1.12500000E+00,+849.99990E-03
-2.10000E-03,+756.25002E-03,+1.00000000E+00,+756.24990E-03
-2.05000E-03,+725.00002E-03,+906.25000E-03,+693.74990E-03
-2.00000E-03,+725.00002E-03,+812.50000E-03,+599.99990E-03
-1.95000E-03,+693.75002E-03,+750.00000E-03,+537.49990E-03
-1.90000E-03,+693.75002E-03,+656.25000E-03,+506.24990E-03
-1.85000E-03,+725.00002E-03,+593.75000E-03,+474.99990E-03
-1.80000E-03,+756.25002E-03,+531.25000E-03,+474.99990E-03
-1.75000E-03,+756.25002E-03,+531.25000E-03,+474.99990E-03
-1.70000E-03,+850.00002E-03,+468.75000E-03,+474.99990E-03
-1.65000E-03,+881.25002E-03,+500.00000E-03,+506.24990E-03
-1.60000E-03,+975.00002E-03,+500.00000E-03,+568.74990E-03
-1.55000E-03,+1.06875002E+00,+531.25000E-03,+568.74990E-03
-1.50000E-03,+1.16250002E+00,+562.50000E-03,+693.74990E-03
-1.45000E-03,+1.22500002E+00,+625.00000E-03,+756.24990E-03
-1.40000E-03,+1.35000002E+00,+718.75000E-03,+881.24990E-03
-1.35000E-03,+1.47500002E+00,+781.25000E-03,+974.99990E-03
-1.30000E-03,+1.56875002E+00,+906.25000E-03,+1.13124990E+00
-1.25000E-03,+1.69375002E+00,+1.00000000E+00,+1.28749990E+00
-1.20000E-03,+1.78750002E+00,+1.12500000E+00,+1.38124990E+00
-1.15000E-03,+1.94375002E+00,+1.25000000E+00,+1.56874990E+00
-1.10000E-03,+2.00625002E+00,+1.37500000E+00,+1.69374990E+00
-1.05000E-03,+2.10000002E+00,+1.56250000E+00,+1.81874990E+00
-1.00000E-03,+2.19375002E+00,+1.65625000E+00,+2.00624990E+00
-950.00E-06,+2.28750002E+00,+1.78125000E+00,+2.19374990E+00
-900.00E-06,+2.35000002E+00,+1.96875000E+00,+2.28749990E+00
-850.00E-06,+2.38125002E+00,+2.09375000E+00,+2.41249990E+00
-800.00E-06,+2.50625002E+00,+2.21875000E+00,+2.50624990E+00
-750.00E-06,+2.50625002E+00,+2.31250000E+00,+2.56874990E+00
-700.00E-06,+2.53750002E+00,+2.46875000E+00,+2.69374990E+00
-650.00E-06,+2.53750002E+00,+2.53125000E+00,+2.78749990E+00
-600.00E-06,+2.53750002E+00,+2.62500000E+00,+2.84999990E+00
-550.00E-06,+2.50625002E+00,+2.71875000E+00,+2.91249990E+00
-500.00E-06,+2.44375002E+00,+2.78125000E+00,+2.91249990E+00
-450.00E-06,+2.41250002E+00,+2.81250000E+00,+2.94374990E+00
-400.00E-06,+2.38125002E+00,+2.81250000E+00,+2.88124990E+00
-350.00E-06,+2.25625002E+00,+2.84375000E+00,+2.84999990E+00
-300.00E-06,+2.22500002E+00,+2.84375000E+00,+2.78749990E+00
-250.00E-06,+2.06875002E+00,+2.75000000E+00,+2.66249990E+00
-200.00E-06,+1.97500002E+00,+2.71875000E+00,+2.59999990E+00
-150.00E-06,+1.81875002E+00,+2.65625000E+00,+2.44374990E+00
-100.00E-06,+1.72500002E+00,+2.56250000E+00,+2.34999990E+00
-50.00E-06,+1.60000002E+00,+2.46875000E+00,+2.19374990E+00
-0.0E+00,+1.44375002E+00,+2.34375000E+00,+2.00624990E+00
+50.00E-06,+1.31875002E+00,+2.18750000E+00,+1.88124990E+00
+100.00E-06,+1.22500002E+00,+2.06250000E+00,+1.72499990E+00
+150.00E-06,+1.10000002E+00,+1.87500000E+00,+1.56874990E+00
+200.00E-06,+1.06875002E+00,+1.75000000E+00,+1.34999990E+00
+250.00E-06,+912.50002E-03,+1.53125000E+00,+1.25624990E+00
+300.00E-06,+850.00002E-03,+1.40625000E+00,+1.03749990E+00
+350.00E-06,+756.25002E-03,+1.21875000E+00,+881.24990E-03
+400.00E-06,+725.00002E-03,+1.09375000E+00,+756.24990E-03
+450.00E-06,+693.75002E-03,+1.00000000E+00,+662.49990E-03
+500.00E-06,+725.00002E-03,+812.50000E-03,+537.49990E-03
+550.00E-06,+693.75002E-03,+718.75000E-03,+443.74990E-03
+600.00E-06,+662.50002E-03,+593.75000E-03,+412.49990E-03
+650.00E-06,+725.00002E-03,+531.25000E-03,+412.49990E-03
+700.00E-06,+818.75002E-03,+468.75000E-03,+381.24990E-03
+750.00E-06,+850.00002E-03,+406.25000E-03,+349.99990E-03
+800.00E-06,+1.00625002E+00,+406.25000E-03,+381.24990E-03
+850.00E-06,+1.03750002E+00,+406.25000E-03,+474.99990E-03
+900.00E-06,+1.19375002E+00,+468.75000E-03,+568.74990E-03
+950.00E-06,+1.28750002E+00,+500.00000E-03,+631.24990E-03
+1.00000E-03,+1.41250002E+00,+593.75000E-03,+787.49990E-03
+1.05000E-03,+1.56875002E+00,+687.50000E-03,+881.24990E-03
+1.10000E-03,+1.66250002E+00,+750.00000E-03,+1.03749990E+00
+1.15000E-03,+1.81875002E+00,+906.25000E-03,+1.19374990E+00
+1.20000E-03,+1.94375002E+00,+1.03125000E+00,+1.41249990E+00
+1.25000E-03,+2.06875002E+00,+1.21875000E+00,+1.59999990E+00
+1.30000E-03,+2.19375002E+00,+1.37500000E+00,+1.75624990E+00
+1.35000E-03,+2.28750002E+00,+1.56250000E+00,+1.97499990E+00
+1.40000E-03,+2.38125002E+00,+1.68750000E+00,+2.13124990E+00
+1.45000E-03,+2.44375002E+00,+1.87500000E+00,+2.25624990E+00
+1.50000E-03,+2.44375002E+00,+2.06250000E+00,+2.44374990E+00
+1.55000E-03,+2.50625002E+00,+2.21875000E+00,+2.63124990E+00
+1.60000E-03,+2.50625002E+00,+2.37500000E+00,+2.72499990E+00
+1.65000E-03,+2.53750002E+00,+2.53125000E+00,+2.84999990E+00
+1.70000E-03,+2.50625002E+00,+2.62500000E+00,+2.91249990E+00
+1.75000E-03,+2.44375002E+00,+2.78125000E+00,+2.94374990E+00
+1.80000E-03,+2.41250002E+00,+2.84375000E+00,+2.97499990E+00
+1.85000E-03,+2.31875002E+00,+2.87500000E+00,+2.97499990E+00
+1.90000E-03,+2.22500002E+00,+2.87500000E+00,+2.94374990E+00
+1.95000E-03,+2.13125002E+00,+2.87500000E+00,+2.91249990E+00
+2.00000E-03,+2.00625002E+00,+2.84375000E+00,+2.81874990E+00
+2.05000E-03,+1.85000002E+00,+2.81250000E+00,+2.69374990E+00
+2.10000E-03,+1.69375002E+00,+2.75000000E+00,+2.50624990E+00
+2.15000E-03,+1.56875002E+00,+2.65625000E+00,+2.38124990E+00
+2.20000E-03,+1.44375002E+00,+2.50000000E+00,+2.22499990E+00
+2.25000E-03,+1.25625002E+00,+2.34375000E+00,+2.06874990E+00
+2.30000E-03,+1.16250002E+00,+2.21875000E+00,+1.78749990E+00
+2.35000E-03,+1.06875002E+00,+2.03125000E+00,+1.59999990E+00
+2.40000E-03,+975.00002E-03,+1.81250000E+00,+1.44374990E+00
+2.45000E-03,+850.00002E-03,+1.62500000E+00,+1.22499990E+00
+2.50000E-03,+756.25002E-03,+1.43750000E+00,+1.03749990E+00
+2.55000E-03,+725.00002E-03,+1.25000000E+00,+881.24990E-03
+2.60000E-03,+693.75002E-03,+1.06250000E+00,+662.49990E-03
+2.65000E-03,+662.50002E-03,+875.00000E-03,+537.49990E-03
+2.70000E-03,+662.50002E-03,+750.00000E-03,+443.74990E-03
+2.75000E-03,+756.25002E-03,+656.25000E-03,+349.99990E-03
+2.80000E-03,+818.75002E-03,+531.25000E-03,+287.49990E-03
+2.85000E-03,+881.25002E-03,+437.50000E-03,+287.49990E-03
+2.90000E-03,+975.00002E-03,+375.00000E-03,+318.74990E-03
